ProductId,Name,CreationDate,Suppliers,Category,CommandId,Total,Rating,UserId,InvoiceId,InvoiceDate,Continent
399,Bacon,1578003415268,"Torp, Schaden and Bauch and Sons",Books,16,1716€,2.35,522,460,1560383773373,America
631,Shoes,1555951336788,Oberbrunner LLC Group,Grocery,23,745€,0.86,504,234,1569981548120,Europe
631,Shoes,1555951336788,Oberbrunner LLC Group,Grocery,23,745€,0.86,504,652,1605178091217,Asia
631,Shoes,1555951336788,Oberbrunner LLC Group,Grocery,23,745€,0.63,629,214,1426822235368,Europe
631,Shoes,1555951336788,Oberbrunner LLC Group,Grocery,23,745€,0.63,629,188,1451186095981,Asia
631,Shoes,1555951336788,Oberbrunner LLC Group,Grocery,23,745€,4.17,880,819,1605172780933,Europe
508,Sausages,1546277948343,Ernser Group Group,Outdoors,24,7315€,4.08,353,952,1481819042091,Africa
508,Sausages,1546277948343,Ernser Group Group,Outdoors,24,7315€,4.08,353,802,1587399974465,Oceania
508,Sausages,1546277948343,Ernser Group Group,Outdoors,24,7315€,0.32,881,138,1396896467075,America
508,Sausages,1546277948343,Ernser Group Group,Outdoors,24,7315€,0.32,881,375,1477306364333,Africa
517,Tuna,1517041307357,Carroll and Sons Inc,Home,26,13206€,2.73,462,4,1428567872734,Africa
913,Shoes,1442120458449,Price Inc Group,Games,28,6384€,0.79,38,426,1468470680315,Africa
549,Salad,1616404795868,"Zieme, O'Reilly and Shanahan and Sons",Industrial,30,480€,4.46,169,168,1466460586635,Africa
549,Salad,1616404795868,"Zieme, O'Reilly and Shanahan and Sons",Industrial,30,480€,4.29,263,96,1446488182663,Africa
549,Salad,1616404795868,"Zieme, O'Reilly and Shanahan and Sons",Industrial,30,480€,4.29,263,165,1478045413949,America
653,Cheese,1449914754450,"Ferry, Schmeler and Huels LLC",Games,31,9581€,3.53,90,518,1489893637075,Asia
653,Cheese,1449914754450,"Ferry, Schmeler and Huels LLC",Games,31,9581€,2.84,93,725,1412423649931,America
873,Shirt,1553403916408,Schneider Inc LLC,Garden,39,10250€,0.49,782,741,1450227290075,America
809,Fish,1611912462255,"Cole, Ebert and Prosacco LLC",Home,40,5311€,1.02,750,852,1523359990831,America
177,Tuna,1600252314487,Ward - Turner Group,Movies,42,3534€,0.9,653,436,1574803518250,America
524,Keyboard,1519383549347,"Cronin, Orn and Baumbach and Sons",Computers,44,9646€,4.37,185,140,1504591889279,America
524,Keyboard,1519383549347,"Cronin, Orn and Baumbach and Sons",Computers,44,9646€,4.57,644,69,1550211242800,America
702,Shirt,1644604917234,"Hoeger, Donnelly and Runolfsson LLC",Industrial,45,8250€,5.0,126,278,1410692980886,Oceania
702,Shirt,1644604917234,"Hoeger, Donnelly and Runolfsson LLC",Industrial,45,8250€,5.0,126,450,1430690902148,America
202,Towels,1568340878950,Schoen - Pouros Inc,Grocery,48,7128€,4.81,266,429,1406616228605,Europe
869,Bacon,1617538873325,Keeling - Kunde LLC,Home,56,4851€,1.86,125,267,1455752474508,Africa
869,Bacon,1617538873325,Keeling - Kunde LLC,Home,56,4851€,1.86,125,119,1540734964176,Europe
869,Bacon,1617538873325,Keeling - Kunde LLC,Home,56,4851€,1.86,125,17,1636344672218,Asia
326,Towels,1446409226761,Thiel - Medhurst and Sons,Movies,57,3120€,3.78,444,251,1643160383851,Africa
326,Towels,1446409226761,Thiel - Medhurst and Sons,Movies,57,3120€,4.35,880,819,1605172780933,Europe
883,Bacon,1585922083111,Hettinger - Turcotte Group,Jewelery,65,5194€,3.07,692,380,1579206851356,Africa
883,Bacon,1585922083111,Hettinger - Turcotte Group,Jewelery,65,5194€,3.07,692,499,1638252874688,Asia
467,Pizza,1520192983400,Rolfson and Sons and Sons,Industrial,66,2478€,1.78,816,875,1441953783149,Europe
652,Gloves,1570772388500,Luettgen - Hermann and Sons,Health,68,3886€,2.98,16,180,1608225069053,Europe
592,Chips,1612582344718,"Schumm, Greenfelder and Ruecker Group",Toys,72,7200€,2.39,288,16,1453925830179,Asia
592,Chips,1612582344718,"Schumm, Greenfelder and Ruecker Group",Toys,72,7200€,2.39,288,55,1566556422423,America
437,Soap,1443364979244,"Homenick, Durgan and Sauer and Sons",Clothing,74,2040€,3.01,735,807,1481076665018,Oceania
437,Soap,1443364979244,"Homenick, Durgan and Sauer and Sons",Clothing,74,2040€,3.01,735,759,1613347349778,America
483,Mouse,1480919073200,O'Connell - Ullrich Inc,Baby,77,660€,1.7,299,473,1437094106254,Asia
483,Mouse,1480919073200,O'Connell - Ullrich Inc,Baby,77,660€,1.7,299,792,1566434232904,Oceania
736,Hat,1523259841647,DuBuque - Roob Group,Music,82,3360€,3.3,923,31,1601615057800,Africa
445,Computer,1467269846282,Kirlin - Brakus Inc,Jewelery,84,5586€,2.18,251,760,1402472667854,Asia
445,Computer,1467269846282,Kirlin - Brakus Inc,Jewelery,84,5586€,2.18,251,795,1512023123112,Europe
445,Computer,1467269846282,Kirlin - Brakus Inc,Jewelery,84,5586€,2.18,251,400,1617004201919,Asia
62,Car,1561545120489,Kessler and Sons LLC,Home,87,7030€,0.55,271,116,1513341497771,America
62,Car,1561545120489,Kessler and Sons LLC,Home,87,7030€,3.13,524,599,1476035330550,Europe
215,Bike,1443887188676,"Padberg, Harvey and Kutch Inc",Music,89,441€,1.18,117,552,1483508947884,Asia
215,Bike,1443887188676,"Padberg, Harvey and Kutch Inc",Music,89,441€,1.18,117,934,1500882266099,Africa
215,Bike,1443887188676,"Padberg, Harvey and Kutch Inc",Music,89,441€,1.18,117,109,1577382698443,Africa
262,Shoes,1436735726696,"Roob, Parker and Tremblay Group",Movies,90,352€,4.71,895,465,1494861355359,Africa
262,Shoes,1436735726696,"Roob, Parker and Tremblay Group",Movies,90,352€,4.71,895,762,1548436417139,Oceania
878,Tuna,1563086389804,"Kirlin, Rogahn and Stamm Inc",Music,93,1802€,3.0,80,673,1420620735145,Africa
878,Tuna,1563086389804,"Kirlin, Rogahn and Stamm Inc",Music,93,1802€,3.0,80,768,1583511656019,Europe
878,Tuna,1563086389804,"Kirlin, Rogahn and Stamm Inc",Music,93,1802€,3.92,422,885,1496224385553,Oceania
878,Tuna,1563086389804,"Kirlin, Rogahn and Stamm Inc",Music,93,1802€,3.92,422,201,1599843633642,Oceania
688,Shoes,1399183326546,"Schimmel, Schmitt and Considine and Sons",Garden,97,1456€,4.04,489,502,1583228858888,Europe
76,Pizza,1593442977678,"Lindgren, Howe and Vandervort and Sons",Movies,98,1935€,1.41,948,994,1445331826763,Oceania
452,Table,1612418027123,Ferry Group Inc,Home,99,8673€,2.52,127,978,1413580482354,Asia
452,Table,1612418027123,Ferry Group Inc,Home,99,8673€,2.52,127,411,1443488248787,Africa
452,Table,1612418027123,Ferry Group Inc,Home,99,8673€,1.23,211,931,1407218205502,Oceania
452,Table,1612418027123,Ferry Group Inc,Home,99,8673€,1.23,211,520,1495188865730,Europe
557,Car,1482129503769,"Reinger, Heaney and Murphy Group",Outdoors,100,574€,0.6,743,918,1643390366616,Europe
610,Hat,1603827930002,Fay Inc Inc,Automotive,102,7708€,0.59,695,309,1426733994042,America
610,Hat,1603827930002,Fay Inc Inc,Automotive,102,7708€,0.59,695,600,1555362929977,Oceania
707,Mouse,1523948237006,Koch and Sons Group,Sports,103,12015€,0.67,794,538,1541741831096,Europe
556,Hat,1461316644490,"Blick, Witting and Morissette LLC",Movies,104,6572€,4.28,598,643,1454549597127,Asia
556,Hat,1461316644490,"Blick, Witting and Morissette LLC",Movies,104,6572€,4.28,598,126,1611071073730,Asia
201,Gloves,1557440395116,Champlin Group LLC,Movies,107,7600€,0.64,491,947,1493496279124,Europe
969,Car,1646293345422,"Bergnaum, Russel and Nikolaus Group",Garden,108,7497€,3.06,120,185,1482796227856,Europe
387,Car,1608540814151,Bradtke and Sons Group,Music,110,5160€,1.26,872,117,1478904324936,Africa
603,Soap,1635353724215,"Williamson, Koepp and Prosacco LLC",Baby,113,2849€,2.43,19,141,1553869484609,Asia
603,Soap,1635353724215,"Williamson, Koepp and Prosacco LLC",Baby,113,2849€,2.43,19,562,1560653886270,Asia
982,Mouse,1407234459521,Gulgowski - Murray LLC,Health,115,1342€,1.48,35,935,1393627589241,Africa
982,Mouse,1407234459521,Gulgowski - Murray LLC,Health,115,1342€,1.48,35,463,1616277830355,Europe
572,Pizza,1428504796830,Bogisich Group Group,Beauty,116,4753€,4.48,585,692,1520034679888,America
572,Pizza,1428504796830,Bogisich Group Group,Beauty,116,4753€,2.14,611,136,1618656907944,Europe
930,Gloves,1440837945049,Leffler and Sons Group,Computers,117,384€,3.08,712,90,1411372309102,America
33,Computer,1425226283967,"Mann, Harris and Kuhic Group",Computers,118,693€,3.22,863,279,1416371843743,Oceania
33,Computer,1425226283967,"Mann, Harris and Kuhic Group",Computers,118,693€,3.22,863,307,1630548657687,Africa
367,Chips,1639716802719,Schinner - Kshlerin Inc,Electronics,120,805€,0.82,361,324,1487552447510,America
367,Chips,1639716802719,Schinner - Kshlerin Inc,Electronics,120,805€,0.82,361,559,1613721341119,Oceania
723,Computer,1589366833121,Bailey LLC Inc,Health,121,11232€,0.72,578,301,1552054042380,Africa
688,Shoes,1399183326546,"Schimmel, Schmitt and Considine and Sons",Garden,122,1760€,4.04,489,502,1583228858888,Europe
481,Pizza,1595801001388,"Feil, Douglas and Jacobson LLC",Music,124,2516€,0.02,259,393,1466510744298,Asia
481,Pizza,1595801001388,"Feil, Douglas and Jacobson LLC",Music,124,2516€,3.36,658,260,1561752540254,Africa
126,Ball,1481426596356,Thiel - Schmeler LLC,Jewelery,126,6952€,4.15,789,675,1404443269723,Asia
897,Pizza,1643552207971,"Grimes, Grady and Friesen and Sons",Grocery,127,3384€,3.27,219,432,1418219149510,America
447,Bacon,1485712497211,"Weimann, Bins and Flatley LLC",Toys,129,7052€,2.65,492,305,1396935280790,America
113,Fish,1564551580953,Harvey LLC and Sons,Health,132,2214€,2.23,511,767,1602526146974,Oceania
461,Cheese,1393654964889,Jacobi - Kuphal and Sons,Baby,135,496€,3.72,527,233,1445311344196,America
461,Cheese,1393654964889,Jacobi - Kuphal and Sons,Baby,135,496€,3.72,527,70,1458070316743,Asia
461,Cheese,1393654964889,Jacobi - Kuphal and Sons,Baby,135,496€,3.72,527,714,1532209846723,Europe
880,Towels,1565739913908,Gutkowski - Wolf Inc,Home,138,12150€,2.42,262,330,1488591290872,America
880,Towels,1565739913908,Gutkowski - Wolf Inc,Home,138,12150€,2.42,262,355,1544708085179,Africa
880,Towels,1565739913908,Gutkowski - Wolf Inc,Home,138,12150€,2.42,262,67,1561991498002,America
880,Towels,1565739913908,Gutkowski - Wolf Inc,Home,138,12150€,2.42,262,980,1580300444180,Asia
880,Towels,1565739913908,Gutkowski - Wolf Inc,Home,138,12150€,2.42,262,235,1599060854304,America
880,Towels,1565739913908,Gutkowski - Wolf Inc,Home,138,12150€,2.42,262,595,1650735686597,America
500,Mouse,1604852961071,Metz Group LLC,Sports,140,9656€,4.61,80,673,1420620735145,Africa
500,Mouse,1604852961071,Metz Group LLC,Sports,140,9656€,4.61,80,768,1583511656019,Europe
720,Bacon,1527683679595,"Tremblay, Effertz and Smitham Group",Health,145,7866€,2.71,195,421,1601996683718,Asia
209,Sausages,1439663820317,Kuhic LLC LLC,Garden,147,3795€,1.15,950,851,1562721688721,Africa
967,Fish,1429371525733,DuBuque - Watsica and Sons,Industrial,148,3105€,4.88,592,697,1422070541055,Asia
967,Fish,1429371525733,DuBuque - Watsica and Sons,Industrial,148,3105€,4.88,592,486,1521021158849,Oceania
118,Shoes,1491856867564,Maggio and Sons Inc,Computers,149,1920€,2.02,312,215,1490275078001,Africa
118,Shoes,1491856867564,Maggio and Sons Inc,Computers,149,1920€,2.02,312,823,1586001473434,Africa
118,Shoes,1491856867564,Maggio and Sons Inc,Computers,149,1920€,3.67,520,942,1647593488987,America
698,Bike,1522683246128,Nienow - Beer and Sons,Books,151,3990€,4.72,13,624,1472073448608,Asia
394,Shoes,1591233648827,"Wilkinson, Stoltenberg and Ratke Inc",Toys,152,2331€,1.03,785,223,1635515197301,Oceania
202,Towels,1568340878950,Schoen - Pouros Inc,Grocery,153,3551€,4.81,266,429,1406616228605,Europe
510,Car,1518075196711,Wisozk - Nitzsche LLC,Games,154,3100€,3.13,934,365,1404145344308,Oceania
510,Car,1518075196711,Wisozk - Nitzsche LLC,Games,154,3100€,3.13,934,323,1632163784537,Europe
510,Car,1518075196711,Wisozk - Nitzsche LLC,Games,154,3100€,3.21,934,365,1404145344308,Oceania
510,Car,1518075196711,Wisozk - Nitzsche LLC,Games,154,3100€,3.21,934,323,1632163784537,Europe
333,Fish,1634716148401,Leuschke and Sons LLC,Games,156,856€,0.36,570,876,1548364094731,Oceania
333,Fish,1634716148401,Leuschke and Sons LLC,Games,156,856€,0.36,570,216,1563895481717,Europe
364,Keyboard,1636025432296,Hegmann and Sons and Sons,Toys,160,5880€,0.71,852,166,1457301217274,Asia
943,Soap,1416670249045,"Monahan, Fadel and Jones Group",Books,161,2002€,2.1,366,892,1522873348189,Oceania
943,Soap,1416670249045,"Monahan, Fadel and Jones Group",Books,161,2002€,2.1,366,809,1605924566430,Europe
943,Soap,1416670249045,"Monahan, Fadel and Jones Group",Books,161,2002€,2.1,366,296,1607426902028,Asia
970,Pizza,1507058631068,O'Reilly - Hahn LLC,Music,164,2992€,2.41,421,686,1561690864850,Africa
970,Pizza,1507058631068,O'Reilly - Hahn LLC,Music,164,2992€,3.28,973,167,1533823309080,Europe
893,Sausages,1610053406697,Williamson - Fadel Group,Beauty,167,4585€,3.56,924,238,1542490519412,Oceania
399,Bacon,1578003415268,"Torp, Schaden and Bauch and Sons",Books,168,3680€,0.14,480,56,1644906391200,America
399,Bacon,1578003415268,"Torp, Schaden and Bauch and Sons",Books,168,3680€,2.35,522,460,1560383773373,America
374,Tuna,1429507349776,Funk LLC LLC,Shoes,172,2320€,4.81,549,671,1640415177754,Europe
81,Car,1447905567246,O'Conner - Hirthe Inc,Sports,173,1998€,2.11,517,52,1440494427639,America
81,Car,1447905567246,O'Conner - Hirthe Inc,Sports,173,1998€,2.11,517,227,1590916501088,Oceania
950,Shirt,1457644724954,"McClure, Steuber and Klein Group",Movies,174,1710€,2.75,575,962,1459989877726,Africa
950,Shirt,1457644724954,"McClure, Steuber and Klein Group",Movies,174,1710€,2.75,575,694,1481586689749,Africa
950,Shirt,1457644724954,"McClure, Steuber and Klein Group",Movies,174,1710€,2.75,575,404,1530285507114,Europe
165,Mouse,1401757543797,Ullrich - Larson Group,Electronics,176,988€,0.5,684,707,1426730073671,Europe
769,Salad,1640242827818,Kihn - Glover and Sons,Computers,178,4400€,0.01,411,417,1585693350613,Oceania
180,Mouse,1605452340747,Howell - Hansen and Sons,Kids,180,177€,0.62,248,550,1631034230157,Africa
211,Chips,1615336452426,Hahn - Kub Group,Health,184,4386€,1.59,229,239,1405905932127,Africa
211,Chips,1615336452426,Hahn - Kub Group,Health,184,4386€,1.59,229,549,1420170079517,Asia
211,Chips,1615336452426,Hahn - Kub Group,Health,184,4386€,1.59,229,598,1616791960570,America
903,Cheese,1447077037113,"Beier, McLaughlin and Schimmel LLC",Music,185,3025€,3.77,177,490,1403475636067,America
903,Cheese,1447077037113,"Beier, McLaughlin and Schimmel LLC",Music,185,3025€,3.49,464,282,1422193199692,Africa
371,Gloves,1403185416154,Terry - Tromp Group,Shoes,186,585€,2.27,628,161,1619377981280,Oceania
286,Chicken,1486962777887,Medhurst LLC LLC,Shoes,187,2709€,4.99,59,635,1635758342535,Oceania
313,Hat,1517041900578,Howe and Sons LLC,Automotive,190,2989€,4.03,773,928,1390655720737,Europe
313,Hat,1517041900578,Howe and Sons LLC,Automotive,190,2989€,4.03,773,881,1544379327723,Asia
313,Hat,1517041900578,Howe and Sons LLC,Automotive,190,2989€,4.03,773,957,1606957062199,Asia
313,Hat,1517041900578,Howe and Sons LLC,Automotive,190,2989€,0.45,826,830,1477423887642,Africa
387,Car,1608540814151,Bradtke and Sons Group,Music,191,1936€,1.26,872,117,1478904324936,Africa
23,Computer,1444551562217,Bauch - Lebsack Inc,Health,194,3375€,2.09,496,537,1532243659676,Africa
23,Computer,1444551562217,Bauch - Lebsack Inc,Health,194,3375€,2.09,496,909,1542370977354,Oceania
23,Computer,1444551562217,Bauch - Lebsack Inc,Health,194,3375€,2.09,496,485,1644702016784,Africa
641,Table,1404944414199,Haag - Schimmel Group,Clothing,197,9898€,3.19,412,505,1590827676516,Oceania
641,Table,1404944414199,Haag - Schimmel Group,Clothing,197,9898€,0.62,954,190,1428167840583,Africa
641,Table,1404944414199,Haag - Schimmel Group,Clothing,197,9898€,0.62,954,653,1497112920233,Africa
641,Table,1404944414199,Haag - Schimmel Group,Clothing,197,9898€,0.62,954,746,1512690735683,Africa
387,Car,1608540814151,Bradtke and Sons Group,Music,198,2530€,1.26,872,117,1478904324936,Africa
742,Bacon,1643178895034,"Bechtelar, Nienow and Altenwerth Inc",Garden,199,10648€,0.93,976,782,1528064018346,Asia
841,Ball,1607096168659,Wilderman - Berge LLC,Toys,202,4900€,3.78,923,31,1601615057800,Africa
785,Bike,1504515398662,"Strosin, Volkman and Schiller LLC",Outdoors,207,5225€,4.9,507,152,1613280217957,Europe
425,Soap,1551855153815,"Boyer, Abernathy and Gleichner and Sons",Beauty,211,1577€,3.4,991,68,1548368576991,Europe
736,Hat,1523259841647,DuBuque - Roob Group,Music,213,5856€,3.3,923,31,1601615057800,Africa
858,Ball,1528310121053,Daniel and Sons LLC,Clothing,215,6664€,3.44,99,381,1512059386113,America
984,Shirt,1542242267367,Stiedemann Inc Inc,Jewelery,216,8294€,3.85,279,943,1414306046762,Europe
361,Keyboard,1523531105615,"Kozey, Corwin and Nikolaus Group",Computers,217,6240€,3.61,383,312,1612816302133,Oceania
573,Keyboard,1461442427295,Leffler Group Group,Jewelery,218,8690€,2.27,911,358,1450130359544,Asia
573,Keyboard,1461442427295,Leffler Group Group,Jewelery,218,8690€,2.27,911,993,1574568541516,Africa
573,Keyboard,1461442427295,Leffler Group Group,Jewelery,218,8690€,0.15,973,167,1533823309080,Europe
572,Pizza,1428504796830,Bogisich Group Group,Beauty,219,4641€,4.48,585,692,1520034679888,America
572,Pizza,1428504796830,Bogisich Group Group,Beauty,219,4641€,2.14,611,136,1618656907944,Europe
528,Gloves,1590546237294,Kunde and Sons and Sons,Music,222,1122€,2.99,683,950,1607208248525,Asia
505,Tuna,1591726517162,Ritchie Group Inc,Baby,226,651€,0.7,637,424,1399597489142,America
505,Tuna,1591726517162,Ritchie Group Inc,Baby,226,651€,0.7,637,447,1451467632931,Europe
270,Keyboard,1579354550395,Stokes LLC and Sons,Music,229,6251€,1.89,589,414,1526402530345,Europe
270,Keyboard,1579354550395,Stokes LLC and Sons,Music,229,6251€,1.89,589,804,1595537785734,Oceania
270,Keyboard,1579354550395,Stokes LLC and Sons,Music,229,6251€,1.89,589,564,1627370036989,Africa
673,Mouse,1620101361713,Dare LLC and Sons,Toys,231,4998€,4.86,885,773,1477891914336,Oceania
673,Mouse,1620101361713,Dare LLC and Sons,Toys,231,4998€,4.86,885,872,1498363520589,Africa
280,Salad,1473112519981,"Gerhold, Metz and Wuckert and Sons",Baby,232,9316€,2.52,529,33,1456101250798,Asia
963,Table,1538859746328,Quitzon - Heller Inc,Electronics,236,12126€,2.71,657,744,1435334515112,Europe
901,Ball,1546541950103,"Cruickshank, Gerhold and Hayes Inc",Grocery,238,13857€,0.39,237,107,1593044660261,Africa
687,Computer,1505925162314,Hirthe - Green Inc,Games,240,12104€,0.96,769,869,1501461967795,Europe
687,Computer,1505925162314,Hirthe - Green Inc,Games,240,12104€,0.96,769,702,1525321007299,Asia
328,Salad,1491362846323,"Prosacco, Swaniawski and Rutherford and Sons",Garden,242,2272€,3.25,205,435,1590210643177,Europe
328,Salad,1491362846323,"Prosacco, Swaniawski and Rutherford and Sons",Garden,242,2272€,4.05,213,593,1544632756402,Oceania
328,Salad,1491362846323,"Prosacco, Swaniawski and Rutherford and Sons",Garden,242,2272€,4.05,213,121,1545474676097,Europe
366,Fish,1495833097926,Roob Group Group,Garden,243,6200€,0.45,671,637,1642430898645,Oceania
916,Bike,1599393378777,Kirlin - Klein and Sons,Health,246,2938€,2.04,250,750,1559758892194,Europe
916,Bike,1599393378777,Kirlin - Klein and Sons,Health,246,2938€,2.04,250,862,1568791729850,Oceania
916,Bike,1599393378777,Kirlin - Klein and Sons,Health,246,2938€,0.8,600,300,1535879622979,Oceania
506,Pizza,1446605615771,"Jakubowski, Friesen and Shanahan LLC",Games,249,13728€,3.49,87,370,1440215198154,Europe
506,Pizza,1446605615771,"Jakubowski, Friesen and Shanahan LLC",Games,249,13728€,3.49,87,503,1525204333677,Europe
506,Pizza,1446605615771,"Jakubowski, Friesen and Shanahan LLC",Games,249,13728€,3.49,87,104,1628042180103,America
76,Pizza,1593442977678,"Lindgren, Howe and Vandervort and Sons",Movies,250,3016€,1.41,948,994,1445331826763,Oceania
558,Computer,1607807557705,Cronin and Sons Group,Kids,251,4687€,3.29,516,372,1514905769279,Asia
558,Computer,1607807557705,Cronin and Sons Group,Kids,251,4687€,2.59,914,606,1398987058578,America
558,Computer,1607807557705,Cronin and Sons Group,Kids,251,4687€,2.59,914,412,1402592756318,Africa
558,Computer,1607807557705,Cronin and Sons Group,Kids,251,4687€,2.59,914,899,1412562092736,America
302,Bacon,1465945124030,Purdy Group Inc,Kids,252,469€,4.88,817,508,1434327163163,Asia
302,Bacon,1465945124030,Purdy Group Inc,Kids,252,469€,3.42,825,118,1511166398853,America
291,Shirt,1631514673663,Hagenes - Marvin and Sons,Garden,254,784€,4.15,712,90,1411372309102,America
740,Soap,1598202377983,Schneider and Sons Group,Kids,258,14016€,3.22,718,289,1496544448296,Africa
740,Soap,1598202377983,Schneider and Sons Group,Kids,258,14016€,3.22,718,198,1563285192023,Oceania
271,Mouse,1471979858140,"Daniel, Romaguera and Stroman Inc",Beauty,260,1840€,3.63,527,233,1445311344196,America
271,Mouse,1471979858140,"Daniel, Romaguera and Stroman Inc",Beauty,260,1840€,3.63,527,70,1458070316743,Asia
271,Mouse,1471979858140,"Daniel, Romaguera and Stroman Inc",Beauty,260,1840€,3.63,527,714,1532209846723,Europe
271,Mouse,1471979858140,"Daniel, Romaguera and Stroman Inc",Beauty,260,1840€,2.51,850,831,1584095770274,Africa
467,Pizza,1520192983400,Rolfson and Sons and Sons,Industrial,261,1032€,1.78,816,875,1441953783149,Europe
63,Chips,1479888631733,Parker - DuBuque LLC,Games,266,2050€,4.74,354,11,1598519615678,Europe
63,Chips,1479888631733,Parker - DuBuque LLC,Games,266,2050€,3.12,355,254,1491769255380,Oceania
63,Chips,1479888631733,Parker - DuBuque LLC,Games,266,2050€,3.12,355,466,1587334909553,Oceania
64,Pants,1549169682336,"Lindgren, Rolfson and Schmeler Group",Movies,268,2376€,1.27,113,642,1617444723477,Europe
64,Pants,1549169682336,"Lindgren, Rolfson and Schmeler Group",Movies,268,2376€,3.22,435,970,1441082440296,Oceania
64,Pants,1549169682336,"Lindgren, Rolfson and Schmeler Group",Movies,268,2376€,3.22,435,937,1516148185530,Asia
64,Pants,1549169682336,"Lindgren, Rolfson and Schmeler Group",Movies,268,2376€,3.22,435,80,1610975548105,Africa
582,Computer,1447509702386,Reynolds and Sons Inc,Electronics,269,3234€,2.39,863,279,1416371843743,Oceania
582,Computer,1447509702386,Reynolds and Sons Inc,Electronics,269,3234€,2.39,863,307,1630548657687,Africa
817,Sausages,1625748906092,Langosh - Beahan Inc,Shoes,270,880€,0.23,322,72,1567251421046,Africa
817,Sausages,1625748906092,Langosh - Beahan Inc,Shoes,270,880€,0.23,322,683,1610571334588,Oceania
407,Bike,1512563281654,"Lebsack, Stiedemann and Keebler and Sons",Electronics,271,6431€,2.39,527,233,1445311344196,America
407,Bike,1512563281654,"Lebsack, Stiedemann and Keebler and Sons",Electronics,271,6431€,2.39,527,70,1458070316743,Asia
407,Bike,1512563281654,"Lebsack, Stiedemann and Keebler and Sons",Electronics,271,6431€,2.39,527,714,1532209846723,Europe
407,Bike,1512563281654,"Lebsack, Stiedemann and Keebler and Sons",Electronics,271,6431€,4.58,937,430,1424034719632,Africa
407,Bike,1512563281654,"Lebsack, Stiedemann and Keebler and Sons",Electronics,271,6431€,4.58,937,158,1427479004012,America
407,Bike,1512563281654,"Lebsack, Stiedemann and Keebler and Sons",Electronics,271,6431€,4.58,937,494,1506962435729,America
394,Shoes,1591233648827,"Wilkinson, Stoltenberg and Ratke Inc",Toys,272,3952€,1.03,785,223,1635515197301,Oceania
931,Soap,1418018496643,"Cremin, O'Reilly and Rutherford and Sons",Games,279,440€,3.09,972,306,1636587457076,America
520,Keyboard,1482956091279,Turcotte - Marks and Sons,Baby,280,8470€,2.86,328,662,1608613279999,Asia
524,Keyboard,1519383549347,"Cronin, Orn and Baumbach and Sons",Computers,281,4448€,4.37,185,140,1504591889279,America
524,Keyboard,1519383549347,"Cronin, Orn and Baumbach and Sons",Computers,281,4448€,4.57,644,69,1550211242800,America
225,Hat,1635964142479,Armstrong - Johns Group,Beauty,282,5376€,0.63,682,98,1647542479923,Asia
992,Salad,1480641650179,Schuppe - O'Keefe and Sons,Beauty,287,428€,1.93,48,124,1473577958327,Europe
813,Mouse,1514040388064,Roberts and Sons Group,Outdoors,288,3115€,2.49,942,891,1482333045939,Oceania
813,Mouse,1514040388064,Roberts and Sons Group,Outdoors,288,3115€,2.49,942,601,1526012738559,Asia
71,Shirt,1623506009066,Hauck - Reichel LLC,Electronics,292,611€,3.61,940,212,1467384361020,Africa
